id,image_id,category_id,iscrowd,area,bbox0,bbox1,bbox2,bbox3,seg0,seg1,seg2,seg3,seg4,seg5,seg6,seg7
389,201,1,0,22250,986,303,178,125,986,303,986,428,1164,428,1164,303
390,201,1,0,5880,824,305,84,70,824,305,824,375,908,375,908,305
391,201,4,0,6630,717,274,51,130,717,274,717,404,768,404,768,274
392,202,4,0,4368,699,276,39,112,699,276,699,388,738,388,738,276
393,202,1,0,182928,984,0,296,618,984,0,984,618,1280,618,1280,0
394,202,1,0,6160,827,305,88,70,827,305,827,375,915,375,915,305
395,203,1,0,274300,858,0,422,650,858,0,858,650,1280,650,1280,0
396,203,4,0,3700,681,282,37,100,681,282,681,382,718,382,718,282
397,204,4,0,3080,665,291,35,88,665,291,665,379,700,379,700,291
398,204,1,0,276446,781,0,499,554,781,0,781,554,1280,554,1280,0
399,205,1,0,26928,1104,320,176,153,1104,320,1104,473,1280,473,1280,320
400,205,1,0,191835,739,65,441,435,739,65,739,500,1180,500,1180,65
401,205,4,0,2430,663,294,27,90,663,294,663,384,690,384,690,294
402,206,1,0,32364,1106,302,174,186,1106,302,1106,488,1280,488,1280,302
403,206,4,0,7700,1019,295,55,140,1019,295,1019,435,1074,435,1074,295
404,206,1,0,100534,715,118,301,334,715,118,715,452,1016,452,1016,118
405,206,4,0,1794,653,296,26,69,653,296,653,365,679,365,679,296
406,207,4,0,5282,1129,313,38,139,1129,313,1129,452,1167,452,1167,313
407,207,1,0,22876,1147,308,133,172,1147,308,1147,480,1280,480,1280,308
408,207,1,0,8184,890,311,88,93,890,311,890,404,978,404,978,311
409,207,1,0,59024,697,160,217,272,697,160,697,432,914,432,914,160
410,208,1,0,12462,860,317,134,93,860,317,860,410,994,410,994,317
411,208,1,0,42065,674,185,179,235,674,185,674,420,853,420,853,185
412,208,4,0,11856,1133,317,78,152,1133,317,1133,469,1211,469,1211,317
413,209,4,0,10500,1197,307,60,175,1197,307,1197,482,1257,482,1257,307
414,209,1,0,14060,867,315,148,95,867,315,867,410,1015,410,1015,315
415,209,1,0,28324,665,206,146,194,665,206,665,400,811,400,811,206
416,210,1,0,18837,877,309,161,117,877,309,877,426,1038,426,1038,309
417,210,1,0,21824,658,220,124,176,658,220,658,396,782,396,782,220
418,211,1,0,21780,894,306,180,121,894,306,894,427,1074,427,1074,306
419,211,1,0,16610,657,232,110,151,657,232,657,383,767,383,767,232
420,212,1,0,13959,652,235,99,141,652,235,652,376,751,376,751,235
421,212,1,0,27945,910,306,207,135,910,306,910,441,1117,441,1117,306
422,213,1,0,35100,935,305,234,150,935,305,935,455,1169,455,1169,305
423,213,1,0,12350,651,245,95,130,651,245,651,375,746,375,746,245
424,214,1,0,44156,964,302,266,166,964,302,964,468,1230,468,1230,302
425,214,1,0,10285,653,249,85,121,653,249,653,370,738,370,738,249
426,215,1,0,51057,1001,300,279,183,1001,300,1001,483,1280,483,1280,300
427,215,1,0,8769,655,257,79,111,655,257,655,368,734,368,734,257
428,216,1,0,48410,1045,294,235,206,1045,294,1045,500,1280,500,1280,294
429,216,1,0,7313,658,260,71,103,658,260,658,363,729,363,729,260
430,217,1,0,6790,657,262,70,97,657,262,657,359,727,359,727,262
431,217,1,0,35260,1108,296,172,205,1108,296,1108,501,1280,501,1280,296
432,217,1,0,11009,1020,304,101,109,1020,304,1020,413,1121,413,1121,304
433,218,1,0,5544,663,265,63,88,663,265,663,353,726,353,726,265
434,218,1,0,14022,1198,343,82,171,1198,343,1198,514,1280,514,1280,343
435,218,1,0,11880,1052,306,108,110,1052,306,1052,416,1160,416,1160,306
436,219,1,0,17145,1086,299,135,127,1086,299,1086,426,1221,426,1221,299
437,219,4,0,2403,858,299,27,89,858,299,858,388,885,388,885,299
438,219,1,0,5394,665,265,62,87,665,265,665,352,727,352,727,265
439,220,1,0,19040,1140,298,140,136,1140,298,1140,434,1280,434,1280,298
440,220,4,0,10050,955,292,67,150,955,292,955,442,1022,442,1022,292
441,220,1,0,4698,669,268,58,81,669,268,669,349,727,349,727,268
442,221,1,0,4332,671,272,57,76,671,272,671,348,728,348,728,272
443,222,1,0,3672,672,279,51,72,672,279,672,351,723,351,723,279
444,223,1,0,3087,664,290,49,63,664,290,664,353,713,353,713,290
445,224,1,0,2478,662,288,42,59,662,288,662,347,704,347,704,288
446,225,1,0,2580,656,281,43,60,656,281,656,341,699,341,699,281
447,226,1,0,2262,648,277,39,58,648,277,648,335,687,335,687,277
448,227,1,0,1998,646,279,37,54,646,279,646,333,683,333,683,279
449,228,1,0,2296,639,282,41,56,639,282,639,338,680,338,680,282
450,229,1,0,1813,633,292,37,49,633,292,633,341,670,341,670,292
451,230,1,0,1617,631,294,33,49,631,294,631,343,664,343,664,294
452,231,1,0,1496,630,296,34,44,630,296,630,340,664,340,664,296
453,232,2,0,8050,1077,350,70,115,1077,350,1077,465,1147,465,1147,350
454,233,2,0,12610,1112,350,97,130,1112,350,1112,480,1209,480,1209,350
455,234,2,0,16790,1163,350,115,146,1163,350,1163,496,1278,496,1278,350
456,235,2,0,861,722,318,21,41,722,318,722,359,743,359,743,318
457,235,2,0,6650,292,321,70,95,292,321,292,416,362,416,362,321
458,237,4,0,700,620,300,14,50,620,300,620,350,634,350,634,300
459,238,1,0,260570,0,225,734,355,0,225,0,580,734,580,734,225
460,239,4,0,1100,615,302,22,50,615,302,615,352,637,352,637,302
461,239,4,0,7905,330,261,51,155,330,261,330,416,381,416,381,261
462,240,4,0,1430,603,301,26,55,603,301,603,356,629,356,629,301
463,240,4,0,11008,260,265,64,172,260,265,260,437,324,437,324,265
464,241,4,0,22795,144,247,97,235,144,247,144,482,241,482,241,247
465,241,4,0,4551,822,290,41,111,822,290,822,401,863,401,863,290
466,242,4,0,22420,0,227,76,295,0,227,0,522,76,522,76,227
467,242,4,0,7497,882,285,49,153,882,285,882,438,931,438,931,285
468,242,4,0,1334,586,303,23,58,586,303,586,361,609,361,609,303
469,243,4,0,23850,1042,266,90,265,1042,266,1042,531,1132,531,1132,266
470,243,4,0,1407,572,299,21,67,572,299,572,366,593,366,593,299
471,244,4,0,1633,549,299,23,71,549,299,549,370,572,370,572,299
472,245,4,0,3071,520,286,37,83,520,286,520,369,557,369,557,286
473,246,4,0,3572,498,287,38,94,498,287,498,381,536,381,536,287
474,247,4,0,2262,522,299,29,78,522,299,522,377,551,377,551,299
475,247,4,0,3120,466,287,30,104,466,287,466,391,496,391,496,287
476,248,4,0,5888,415,277,46,128,415,277,415,405,461,405,461,277
477,248,4,0,3441,516,295,37,93,516,295,516,388,553,388,553,295
478,249,1,0,231986,0,204,601,386,0,204,0,590,601,590,601,204
479,250,4,0,10452,330,270,67,156,330,270,330,426,397,426,397,270
480,250,4,0,5350,503,293,50,107,503,293,503,400,553,400,553,293
481,251,4,0,17820,222,266,90,198,222,266,222,464,312,464,312,266
482,251,4,0,5082,479,296,42,121,479,296,479,417,521,417,521,296
483,252,4,0,40186,3,236,142,283,3,236,3,519,145,519,145,236
484,252,4,0,8374,439,284,53,158,439,284,439,442,492,442,492,284
485,253,4,0,15522,379,282,78,199,379,282,379,481,457,481,457,282
486,254,4,0,36036,229,255,117,308,229,255,229,563,346,563,346,255
487,255,1,0,43316,0,246,238,182,0,246,0,428,238,428,238,246
488,256,1,0,24104,0,268,131,184,0,268,0,452,131,452,131,268
489,256,1,0,1122,688,308,33,34,688,308,688,342,721,342,721,308
490,257,1,0,868,696,308,28,31,696,308,696,339,724,339,724,308
491,258,1,0,945,704,308,27,35,704,308,704,343,731,343,731,308
492,259,1,0,1110,710,309,30,37,710,309,710,346,740,346,740,309
493,260,1,0,196940,0,190,430,458,0,190,0,648,430,648,430,190
494,261,1,0,1008,720,307,28,36,720,307,720,343,748,343,748,307
495,262,1,0,1353,717,309,33,41,717,309,717,350,750,350,750,309
496,263,1,0,1517,708,309,37,41,708,309,708,350,745,350,745,309
497,264,1,0,1554,706,307,37,42,706,307,706,349,743,349,743,307
498,265,1,0,1634,703,306,38,43,703,306,703,349,741,349,741,306
499,266,1,0,1911,702,304,39,49,702,304,702,353,741,353,741,304
500,267,1,0,1892,695,304,43,44,695,304,695,348,738,348,738,304
501,268,1,0,2205,686,297,45,49,686,297,686,346,731,346,731,297
502,269,1,0,2205,686,300,45,49,686,300,686,349,731,349,731,300
503,270,1,0,2640,683,298,48,55,683,298,683,353,731,353,731,298
504,271,1,0,3074,679,310,53,58,679,310,679,368,732,368,732,310
505,272,1,0,3078,677,283,54,57,677,283,677,340,731,340,731,283
506,273,1,0,4020,678,303,60,67,678,303,678,370,738,370,738,303
507,274,1,0,4623,688,302,67,69,688,302,688,371,755,371,755,302
508,275,1,0,5846,704,300,74,79,704,300,704,379,778,379,778,300
509,276,1,0,6885,731,291,81,85,731,291,731,376,812,376,812,291
510,277,1,0,8930,753,278,94,95,753,278,753,373,847,373,847,278
511,278,1,0,12426,778,278,109,114,778,278,778,392,887,392,887,278
512,279,1,0,17415,800,284,135,129,800,284,800,413,935,413,935,284
513,280,1,0,26520,823,281,170,156,823,281,823,437,993,437,993,281
514,281,1,0,43130,862,274,227,190,862,274,862,464,1089,464,1089,274
515,282,1,0,84364,904,265,322,262,904,265,904,527,1226,527,1226,265
516,283,1,0,107143,973,253,307,349,973,253,973,602,1280,602,1280,253
517,284,1,0,63680,1120,217,160,398,1120,217,1120,615,1280,615,1280,217
518,285,1,0,192096,422,287,667,288,422,287,422,575,1089,575,1089,287
519,285,1,0,43130,1088,299,190,227,1088,299,1088,526,1278,526,1278,299
520,286,1,0,16269,880,297,187,87,880,297,880,384,1067,384,1067,297
521,287,1,0,26973,912,297,243,111,912,297,912,408,1155,408,1155,297
522,288,1,0,43540,954,287,311,140,954,287,954,427,1265,427,1265,287
523,289,1,0,38130,1034,283,246,155,1034,283,1034,438,1280,438,1280,283
524,290,1,0,27690,1138,269,142,195,1138,269,1138,464,1280,464,1280,269
525,291,4,0,5671,851,290,53,107,851,290,851,397,904,397,904,290
526,292,4,0,33306,1055,272,122,273,1055,272,1055,545,1177,545,1177,272
527,292,1,0,2881,796,307,67,43,796,307,796,350,863,350,863,307
528,293,1,0,4880,798,306,80,61,798,306,798,367,878,367,878,306
529,294,1,0,5208,801,297,84,62,801,297,801,359,885,359,885,297
530,295,1,0,5727,808,290,83,69,808,290,808,359,891,359,891,290
531,296,1,0,5916,810,291,87,68,810,291,810,359,897,359,897,291
532,297,1,0,7878,814,291,101,78,814,291,814,369,915,369,915,291
533,298,1,0,7548,826,289,102,74,826,289,826,363,928,363,928,289
534,299,1,0,8954,837,298,121,74,837,298,837,372,958,372,958,298
535,299,1,0,4656,511,301,97,48,511,301,511,349,608,349,608,301
536,300,1,0,11528,852,280,131,88,852,280,852,368,983,368,983,280
537,300,1,0,5537,487,292,113,49,487,292,487,341,600,341,600,292
538,301,1,0,14280,861,273,136,105,861,273,861,378,997,378,997,273
539,301,1,0,6765,447,288,123,55,447,288,447,343,570,343,570,288
540,302,1,0,18450,870,273,150,123,870,273,870,396,1020,396,1020,273
541,302,1,0,8142,407,292,138,59,407,292,407,351,545,351,545,292
542,303,1,0,23100,888,263,165,140,888,263,888,403,1053,403,1053,263
543,303,1,0,9648,368,283,144,67,368,283,368,350,512,350,512,283
544,304,1,0,35532,922,246,188,189,922,246,922,435,1110,435,1110,246
545,304,1,0,12312,313,285,162,76,313,285,313,361,475,361,475,285
546,305,1,0,46640,984,250,212,220,984,250,984,470,1196,470,1196,250
547,305,1,0,15747,243,280,181,87,243,280,243,367,424,367,424,280
548,306,1,0,54207,1109,222,171,317,1109,222,1109,539,1280,539,1280,222
549,306,1,0,16942,169,275,197,86,169,275,169,361,366,361,366,275
550,307,1,0,32760,1123,265,156,210,1123,265,1123,475,1279,475,1279,265
551,307,1,0,1728,730,309,64,27,730,309,730,336,794,336,794,309
552,308,1,0,1809,705,311,67,27,705,311,705,338,772,338,772,311
553,309,1,0,194400,378,294,675,288,378,294,378,582,1053,582,1053,294
554,309,1,0,62475,1023,288,255,245,1023,288,1023,533,1278,533,1278,288
555,310,1,0,3154,581,301,83,38,581,301,581,339,664,339,664,301
556,311,1,0,3854,584,320,82,47,584,320,584,367,666,367,666,320
557,312,1,0,3560,578,319,89,40,578,319,578,359,667,359,667,319
558,313,1,0,4230,568,310,94,45,568,310,568,355,662,355,662,310
559,314,1,0,4992,545,299,104,48,545,299,545,347,649,347,649,299
560,315,1,0,5876,529,304,113,52,529,304,529,356,642,356,642,304
561,316,1,0,6655,505,299,121,55,505,299,505,354,626,354,626,299
562,317,1,0,7869,477,297,129,61,477,297,477,358,606,358,606,297
563,318,1,0,10281,445,309,149,69,445,309,445,378,594,378,594,309
564,319,1,0,13148,399,303,173,76,399,303,399,379,572,379,572,303
565,320,1,0,17085,350,315,201,85,350,315,350,400,551,400,551,315
566,321,1,0,28431,269,293,243,117,269,293,269,410,512,410,512,293
567,322,1,0,42700,167,294,305,140,167,294,167,434,472,434,472,294
568,323,1,0,83421,2,286,403,207,2,286,2,493,405,493,405,286
569,324,1,0,80216,0,272,271,296,0,272,0,568,271,568,271,272
570,325,4,0,6210,921,285,54,115,921,285,921,400,975,400,975,285
571,326,4,0,34528,1169,250,104,332,1169,250,1169,582,1273,582,1273,250
572,327,4,0,2880,840,294,30,96,840,294,840,390,870,390,870,294
573,328,4,0,14938,993,283,77,194,993,283,993,477,1070,477,1070,283
574,329,1,0,16940,1078,305,154,110,1078,305,1078,415,1232,415,1232,305
575,330,1,0,9879,781,279,111,89,781,279,781,368,892,368,892,279
576,331,1,0,12558,798,283,138,91,798,283,798,374,936,374,936,283
577,332,1,0,18232,814,277,172,106,814,277,814,383,986,383,986,277
578,333,1,0,24244,843,262,209,116,843,262,843,378,1052,378,1052,262
579,334,1,0,40600,884,268,290,140,884,268,884,408,1174,408,1174,268
580,335,1,0,59150,942,249,338,175,942,249,942,424,1280,424,1280,249
581,336,1,0,56580,1034,222,246,230,1034,222,1034,452,1280,452,1280,222
582,337,4,0,5330,951,287,41,130,951,287,951,417,992,417,992,287
583,338,4,0,9295,1050,293,55,169,1050,293,1050,462,1105,462,1105,293
584,339,4,0,3160,809,298,40,79,809,298,809,377,849,377,849,298
585,340,4,0,6164,897,301,46,134,897,301,897,435,943,435,943,301
586,341,4,0,25434,1199,267,81,314,1199,267,1199,581,1280,581,1280,267
587,342,4,0,19845,977,265,81,245,977,265,977,510,1058,510,1058,265
588,342,1,0,2720,671,287,80,34,671,287,671,321,751,321,751,287
589,343,1,0,2905,715,282,83,35,715,282,715,317,798,317,798,282
590,344,1,0,3366,575,272,66,51,575,272,575,323,641,323,641,272
591,345,1,0,4524,572,274,78,58,572,274,572,332,650,332,650,274
592,346,1,0,4420,576,270,85,52,576,270,576,322,661,322,661,270
593,347,1,0,204600,336,285,682,300,336,285,336,585,1018,585,1018,285
594,347,1,0,67424,977,295,301,224,977,295,977,519,1278,519,1278,295
595,348,1,0,5510,576,274,95,58,576,274,576,332,671,332,671,274
596,349,1,0,5544,595,271,88,63,595,271,595,334,683,334,683,271
597,350,1,0,6240,606,265,96,65,606,265,606,330,702,330,702,265
598,351,1,0,7056,624,273,98,72,624,273,624,345,722,345,722,273
599,352,1,0,8600,634,272,100,86,634,272,634,358,734,358,734,272
600,353,1,0,8736,656,276,104,84,656,276,656,360,760,360,760,276
601,353,3,0,4234,781,279,73,58,781,279,781,337,854,337,854,279
602,354,1,0,10640,671,272,112,95,671,272,671,367,783,367,783,272
603,355,4,0,4819,231,256,61,79,231,256,231,335,292,335,292,256
604,355,1,0,15678,685,271,134,117,685,271,685,388,819,388,819,271
605,356,1,0,23452,705,271,164,143,705,271,705,414,869,414,869,271
606,356,4,0,8383,151,257,83,101,151,257,151,358,234,358,234,257
607,357,1,0,35776,733,271,208,172,733,271,733,443,941,443,941,271
608,357,4,0,13905,54,246,103,135,54,246,54,381,157,381,157,246
609,358,1,0,63360,771,267,288,220,771,267,771,487,1059,487,1059,267
610,359,3,0,8160,664,278,102,80,664,278,664,358,766,358,766,278
611,359,1,0,153216,832,230,448,342,832,230,832,572,1280,572,1280,230
612,360,1,0,169164,947,184,333,508,947,184,947,692,1280,692,1280,184
613,360,3,0,8100,628,278,108,75,628,278,628,353,736,353,736,278
614,361,3,0,9546,591,275,111,86,591,275,591,361,702,361,702,275
615,362,3,0,10788,552,269,116,93,552,269,552,362,668,362,668,269
616,363,3,0,12838,499,270,131,98,499,270,499,368,630,368,630,270
617,364,3,0,15158,443,267,143,106,443,267,443,373,586,373,586,267
618,365,3,0,14915,375,279,157,95,375,279,375,374,532,374,532,279
619,366,3,0,18306,311,268,162,113,311,268,311,381,473,381,473,268
620,367,3,0,19030,226,272,173,110,226,272,226,382,399,382,399,272
621,368,3,0,21186,128,284,198,107,128,284,128,391,326,391,326,284
622,369,3,0,25986,42,276,213,122,42,276,42,398,255,398,255,276
623,370,3,0,23310,0,282,185,126,0,282,0,408,185,408,185,282
624,371,4,0,10164,489,267,66,154,489,267,489,421,555,421,555,267
625,371,1,0,11537,122,300,139,83,122,300,122,383,261,383,261,300
626,371,1,0,9440,9,301,118,80,9,301,9,381,127,381,127,301
627,372,4,0,20100,638,257,100,201,638,257,638,458,738,458,738,257
628,372,1,0,14784,36,309,168,88,36,309,36,397,204,397,204,309
629,372,1,0,11856,167,301,114,104,167,301,167,405,281,405,281,301
630,373,4,0,33120,870,235,115,288,870,235,870,523,985,523,985,235
631,373,1,0,10648,230,308,121,88,230,308,230,396,351,396,351,308
632,373,1,0,12699,97,308,153,83,97,308,97,391,250,391,250,308
633,374,1,0,12782,167,322,154,83,167,322,167,405,321,405,321,322
634,374,1,0,10292,306,322,124,83,306,322,306,405,430,405,430,322
635,375,4,0,1848,758,341,22,84,758,341,758,425,780,425,780,341
636,375,1,0,13464,241,314,136,99,241,314,241,413,377,413,377,314
637,375,1,0,12328,363,328,134,92,363,328,363,420,497,420,497,328
638,376,1,0,13520,297,323,169,80,297,323,297,403,466,403,466,323
639,376,1,0,15390,430,322,162,95,430,322,430,417,592,417,592,322
640,377,1,0,17423,0,287,131,133,0,287,0,420,131,420,131,287
641,377,1,0,14792,373,333,172,86,373,333,373,419,545,419,545,333
642,377,1,0,15159,514,338,163,93,514,338,514,431,677,431,677,338
643,378,1,0,18685,598,367,185,101,598,367,598,468,783,468,783,367
644,378,1,0,15120,455,358,180,84,455,358,455,442,635,442,635,358
645,378,1,0,41072,8,302,272,151,8,302,8,453,280,453,280,302
646,379,1,0,51436,144,329,308,167,144,329,144,496,452,496,452,329
647,379,1,0,17523,557,363,177,99,557,363,557,462,734,462,734,363
648,379,1,0,17500,707,372,175,100,707,372,707,472,882,472,882,372
649,380,1,0,73528,289,312,364,202,289,312,289,514,653,514,653,312
650,380,1,0,18914,660,350,193,98,660,350,660,448,853,448,853,350
651,380,1,0,21228,819,355,183,116,819,355,819,471,1002,471,1002,355
652,380,1,0,7950,99,325,106,75,99,325,99,400,205,400,205,325
653,381,1,0,138096,454,293,504,274,454,293,454,567,958,567,958,293
654,381,1,0,23896,964,353,206,116,964,353,964,469,1170,469,1170,353
655,381,1,0,7828,218,303,103,76,218,303,218,379,321,379,321,303
656,382,1,0,239624,664,279,616,389,664,279,664,668,1280,668,1280,279
657,382,4,0,5080,503,313,40,127,503,313,503,440,543,440,543,313
658,382,1,0,7200,346,315,100,72,346,315,346,387,446,387,446,315
659,383,4,0,8003,680,301,53,151,680,301,680,452,733,452,733,301
660,383,4,0,3596,609,295,31,116,609,295,609,411,640,411,640,295
661,383,4,0,2380,412,300,34,70,412,300,412,370,446,370,446,300
662,383,1,0,7200,466,302,96,75,466,302,466,377,562,377,562,302
663,383,3,0,40950,0,316,175,234,0,316,0,550,175,550,175,316
664,383,4,0,19176,0,238,94,204,0,238,0,442,94,442,94,238
665,384,4,0,16717,921,284,73,229,921,284,921,513,994,513,994,284
666,384,4,0,7268,772,291,46,158,772,291,772,449,818,449,818,291
667,384,1,0,5920,573,301,74,80,573,301,573,381,647,381,647,301
668,384,4,0,4134,533,292,39,106,533,292,533,398,572,398,572,292
669,384,4,0,23532,42,250,111,212,42,250,42,462,153,462,153,250
670,384,3,0,50180,41,310,193,260,41,310,41,570,234,570,234,310
671,385,4,0,20768,997,279,88,236,997,279,997,515,1085,515,1085,279
672,385,4,0,4407,852,312,39,113,852,312,852,425,891,425,891,312
673,385,4,0,5453,659,288,41,133,659,288,659,421,700,421,700,288
674,385,1,0,8352,615,306,116,72,615,306,615,378,731,378,731,306
675,385,4,0,31626,79,242,126,251,79,242,79,493,205,493,205,242
676,385,3,0,60326,68,310,217,278,68,310,68,588,285,588,285,310
677,386,4,0,40032,99,228,139,288,99,228,99,516,238,516,238,228
678,386,3,0,69762,87,306,231,302,87,306,87,608,318,608,318,306
679,386,4,0,5040,941,300,42,120,941,300,941,420,983,420,983,300
680,386,4,0,13266,810,270,67,198,810,270,810,468,877,468,877,270
681,386,4,0,5358,754,282,47,114,754,282,754,396,801,396,801,282
682,386,1,0,8256,681,295,96,86,681,295,681,381,777,381,777,295
683,387,4,0,23166,1214,313,66,351,1214,313,1214,664,1280,664,1280,313
684,387,4,0,51660,1126,243,126,410,1126,243,1126,653,1252,653,1252,243
685,387,4,0,5964,1013,312,42,142,1013,312,1013,454,1055,454,1055,312
686,387,4,0,13350,880,282,75,178,880,282,880,460,955,460,955,282
687,387,1,0,10710,728,299,119,90,728,299,728,389,847,389,847,299
688,387,3,0,93956,41,307,283,332,41,307,41,639,324,639,324,307
689,387,4,0,44940,86,233,140,321,86,233,86,554,226,554,226,233
690,388,3,0,107440,0,312,316,340,0,312,0,652,316,652,316,312
691,388,4,0,63798,25,225,186,343,25,225,25,568,211,568,211,225
692,388,4,0,44208,1095,267,144,307,1095,267,1095,574,1239,574,1239,267
693,388,1,0,12052,754,306,131,92,754,306,754,398,885,398,885,306
694,389,4,0,10432,1137,315,64,163,1137,315,1137,478,1201,478,1201,315
695,389,4,0,4085,1097,309,43,95,1097,309,1097,404,1140,404,1140,309
696,389,1,0,13390,775,298,130,103,775,298,775,401,905,401,905,298
697,389,4,0,2720,678,303,34,80,678,303,678,383,712,383,712,303
698,389,3,0,84940,0,326,274,310,0,326,0,636,274,636,274,326
